Year,Date,Time,DateTime,Airport,Experiment,Ice,Oil,Vulgaris,VulgarisRoad,Black,East
2017,6/12/2017,8:00,6/12/2017 8:00,9,,7.882,9.077,7.481,,,
2017,6/12/2017,9:00,6/12/2017 9:00,10,,8.481,11.236,8.182,,,
2017,6/12/2017,10:00,6/12/2017 10:00,12,,9.176,13.461,9.077,,,
2017,6/12/2017,11:00,6/12/2017 11:00,13,,10.063,14.996,10.161,,,
2017,6/12/2017,12:00,6/12/2017 12:00,14,,10.944,16.332,11.431,,,
2017,6/12/2017,13:00,6/12/2017 13:00,15,,11.819,18.045,12.013,,,
2017,6/12/2017,14:00,6/12/2017 14:00,16,,12.69,19.377,12.787,,,
2017,6/12/2017,15:00,6/12/2017 15:00,17,,13.365,19.758,13.75,,,
2017,6/12/2017,16:00,6/12/2017 16:00,17,,13.846,19.758,14.421,,,
2017,6/12/2017,17:00,6/12/2017 17:00,17,,14.038,19.472,14.9,,,
2017,6/12/2017,18:00,6/12/2017 18:00,17,,13.942,18.901,15.091,,,
2017,6/12/2017,19:00,6/12/2017 19:00,17,,13.558,18.236,14.9,,,
2017,6/12/2017,20:00,6/12/2017 20:00,16,,13.076,16.427,14.517,,,
2017,6/12/2017,21:00,6/12/2017 21:00,15,,12.304,14.613,13.846,,,
2017,6/12/2017,22:00,6/12/2017 22:00,12,,11.431,13.173,12.883,,,
2017,6/12/2017,23:00,6/12/2017 23:00,10,,10.651,11.819,11.819,,,
2017,6/13/2017,0:00,6/13/2017 0:00,9,,9.866,10.455,10.846,,,
2017,6/13/2017,1:00,6/13/2017 1:00,7,,9.275,9.571,9.965,,,
2017,6/13/2017,2:00,6/13/2017 2:00,6,,8.68,8.978,9.176,,,
2017,6/13/2017,3:00,6/13/2017 3:00,6,,8.182,8.282,8.481,,,
2017,6/13/2017,4:00,6/13/2017 4:00,5,,7.882,7.682,7.983,,,
2017,6/13/2017,5:00,6/13/2017 5:00,5,,7.782,7.179,7.381,,,
2017,6/13/2017,6:00,6/13/2017 6:00,7,,7.682,6.978,7.179,,,
2017,6/13/2017,7:00,6/13/2017 7:00,8,,7.782,8.382,7.28,,,
2017,6/13/2017,8:00,6/13/2017 8:00,10,,8.082,9.965,7.682,,,
2017,6/13/2017,9:00,6/13/2017 9:00,11,,8.68,11.528,8.382,,,
2017,6/13/2017,10:00,6/13/2017 10:00,13,,9.373,13.269,9.373,,,
2017,6/13/2017,11:00,6/13/2017 11:00,14,,10.259,15.091,10.553,,,
2017,6/13/2017,12:00,6/13/2017 12:00,15,,11.139,16.523,11.819,,,
2017,6/13/2017,13:00,6/13/2017 13:00,16,,12.11,18.14,12.594,,,
2017,6/13/2017,14:00,6/13/2017 14:00,16,,12.98,19.092,13.558,,,
2017,6/13/2017,15:00,6/13/2017 15:00,17,,13.558,19.662,14.613,,,
2017,6/13/2017,16:00,6/13/2017 16:00,17,,14.134,20.138,15.569,,,
2017,6/13/2017,17:00,6/13/2017 17:00,17,,14.421,19.853,16.046,,,
2017,6/13/2017,18:00,6/13/2017 18:00,17,,14.421,18.901,16.237,,,
2017,6/13/2017,19:00,6/13/2017 19:00,17,,14.038,18.045,16.237,,,
2017,6/13/2017,20:00,6/13/2017 20:00,16,,13.461,16.332,15.76,,,
2017,6/13/2017,21:00,6/13/2017 21:00,14,,12.69,14.517,14.9,,,
2017,6/13/2017,22:00,6/13/2017 22:00,12,,12.013,13.076,14.038,,,
2017,6/13/2017,23:00,6/13/2017 23:00,11,,11.139,11.722,12.883,,,
2017,6/14/2017,0:00,6/14/2017 0:00,9,,10.259,10.748,11.722,,,
2017,6/14/2017,1:00,6/14/2017 1:00,7,,9.571,9.768,10.748,,,
2017,6/14/2017,2:00,6/14/2017 2:00,6,,8.879,8.779,9.768,,,
2017,6/14/2017,3:00,6/14/2017 3:00,5,,8.382,7.882,8.879,,,
2017,6/14/2017,4:00,6/14/2017 4:00,4,,7.682,7.179,8.282,,,
2017,6/14/2017,5:00,6/14/2017 5:00,6,,7.481,6.775,7.882,,,
2017,6/14/2017,6:00,6/14/2017 6:00,7,,7.28,6.573,7.682,,,
2017,6/14/2017,7:00,6/14/2017 7:00,8,,7.481,8.382,7.882,,,
2017,6/14/2017,8:00,6/14/2017 8:00,10,,7.782,9.866,8.382,,,
2017,6/14/2017,9:00,6/14/2017 9:00,12,,8.382,11.916,9.176,,,
2017,6/14/2017,10:00,6/14/2017 10:00,13,,9.176,14.038,10.357,,,
2017,6/14/2017,11:00,6/14/2017 11:00,14,,10.063,15.569,11.625,,,
2017,6/14/2017,12:00,6/14/2017 12:00,15,,10.944,16.713,13.076,,,
2017,6/14/2017,13:00,6/14/2017 13:00,16,,11.916,18.045,13.846,,,
2017,6/14/2017,14:00,6/14/2017 14:00,16,,12.69,19.187,14.517,,,
2017,6/14/2017,15:00,6/14/2017 15:00,17,,13.269,19.377,15.569,,,
2017,6/14/2017,16:00,6/14/2017 16:00,17,,13.558,19.853,16.427,,,
2017,6/14/2017,17:00,6/14/2017 17:00,18,,13.654,19.662,16.999,,,
2017,6/14/2017,18:00,6/14/2017 18:00,17,,13.461,18.616,17.189,,,
2017,6/14/2017,19:00,6/14/2017 19:00,17,,13.173,17.379,16.999,,,
2017,6/14/2017,20:00,6/14/2017 20:00,16,,12.69,15.091,16.332,,,
2017,6/14/2017,21:00,6/14/2017 21:00,15,,12.207,13.173,15.282,,,
2017,6/14/2017,22:00,6/14/2017 22:00,13,,11.334,11.722,13.846,,,
2017,6/14/2017,23:00,6/14/2017 23:00,10,,10.357,10.651,12.207,,,
2017,6/15/2017,0:00,6/15/2017 0:00,9,,9.373,9.866,11.041,,,
2017,6/15/2017,1:00,6/15/2017 1:00,7,,8.68,8.581,9.866,,,
2017,6/15/2017,2:00,6/15/2017 2:00,5,,7.983,7.882,8.879,,,
2017,6/15/2017,3:00,6/15/2017 3:00,4,,7.381,7.179,8.082,,,
2017,6/15/2017,4:00,6/15/2017 4:00,4,,7.179,6.674,7.381,,,
2017,6/15/2017,5:00,6/15/2017 5:00,5,,6.978,6.166,6.978,,,
2017,6/15/2017,6:00,6/15/2017 6:00,7,,7.079,5.962,6.877,,,
2017,6/15/2017,7:00,6/15/2017 7:00,9,,7.28,8.481,7.28,,,
2017,6/15/2017,8:00,6/15/2017 8:00,11,,7.582,10.455,7.782,,,
2017,6/15/2017,9:00,6/15/2017 9:00,12,,8.082,12.883,8.68,,,
2017,6/15/2017,10:00,6/15/2017 10:00,13,,8.879,14.996,10.063,,,
2017,6/15/2017,11:00,6/15/2017 11:00,14,,9.866,16.332,11.528,,,
2017,6/15/2017,12:00,6/15/2017 12:00,15,,10.651,17.189,12.98,,,
2017,6/15/2017,13:00,6/15/2017 13:00,17,,11.625,18.426,13.942,,,
2017,6/15/2017,14:00,6/15/2017 14:00,17,,12.304,19.472,14.517,,,
2017,6/15/2017,15:00,6/15/2017 15:00,18,,12.69,19.567,15.378,,,
2017,6/15/2017,16:00,6/15/2017 16:00,18,,12.69,19.948,16.046,,,
2017,6/15/2017,17:00,6/15/2017 17:00,18,,12.594,19.567,16.427,,,
2017,6/15/2017,18:00,6/15/2017 18:00,18,,12.304,18.426,16.618,,,
2017,6/15/2017,19:00,6/15/2017 19:00,17,,11.819,17.189,16.427,,,
2017,6/15/2017,20:00,6/15/2017 20:00,17,,11.431,14.9,15.951,,,
2017,6/15/2017,21:00,6/15/2017 21:00,16,,11.139,13.076,14.709,,,
2017,6/15/2017,22:00,6/15/2017 22:00,13,,10.455,12.013,13.076,,,
2017,6/15/2017,23:00,6/15/2017 23:00,11,,9.669,10.651,11.528,,,
2017,6/16/2017,0:00,6/16/2017 0:00,10,,8.978,9.373,10.455,,,
2017,6/16/2017,1:00,6/16/2017 1:00,8,,8.282,8.382,9.472,,,
2017,6/16/2017,2:00,6/16/2017 2:00,6,,7.682,7.582,8.68,,,
2017,6/16/2017,3:00,6/16/2017 3:00,5,,7.179,6.775,8.082,,,
2017,6/16/2017,4:00,6/16/2017 4:00,4,,7.079,6.166,7.782,,,
2017,6/16/2017,5:00,6/16/2017 5:00,6,,6.978,6.674,7.682,,,
2017,6/16/2017,6:00,6/16/2017 6:00,7,,6.877,7.381,7.682,,,
2017,6/16/2017,7:00,6/16/2017 7:00,6,,6.978,7.582,7.882,,,
2017,6/16/2017,8:00,6/16/2017 8:00,7,,7.28,9.571,8.182,,,
2017,6/16/2017,9:00,6/16/2017 9:00,8,,7.682,12.304,8.779,,,
2017,6/16/2017,10:00,6/16/2017 10:00,9,,8.282,14.804,9.866,,,
2017,6/16/2017,11:00,6/16/2017 11:00,,,9.373,16.523,,,,
2017,6/16/2017,12:00,6/16/2017 12:00,11,,10.553,16.903,,,,
2017,6/16/2017,13:00,6/16/2017 13:00,11,,11.528,17.284,,,,
2017,6/16/2017,14:00,6/16/2017 14:00,12,,12.207,18.331,,,,
2017,6/16/2017,15:00,6/16/2017 15:00,12,,11.916,,,,,
2017,6/16/2017,16:00,6/16/2017 16:00,12,,11.625,,,,,
2017,6/16/2017,17:00,6/16/2017 17:00,12,,11.916,,,,,
2017,6/16/2017,18:00,6/16/2017 18:00,11,,11.916,,,,,
2017,6/16/2017,19:00,6/16/2017 19:00,10,,11.528,,,,,
2017,6/16/2017,20:00,6/16/2017 20:00,9,,10.846,,,,,
2017,6/16/2017,21:00,6/16/2017 21:00,9,,9.965,,,,,
2017,6/16/2017,22:00,6/16/2017 22:00,8,,9.275,,,,,
2017,6/16/2017,23:00,6/16/2017 23:00,8,,8.68,,,,,
2017,6/17/2017,0:00,6/17/2017 0:00,7,,8.282,,,,,
2017,6/17/2017,1:00,6/17/2017 1:00,7,,7.882,,,,,
2017,6/17/2017,2:00,6/17/2017 2:00,7,,7.582,,,,,
2017,6/17/2017,3:00,6/17/2017 3:00,7,,7.381,,,,,
2017,6/17/2017,4:00,6/17/2017 4:00,7,,7.179,,,,,
2017,6/17/2017,5:00,6/17/2017 5:00,7,,7.079,,,,,
2017,6/17/2017,6:00,6/17/2017 6:00,6,,6.978,,,,,
2017,6/17/2017,7:00,6/17/2017 7:00,6,,6.978,,,,,
2017,6/17/2017,8:00,6/17/2017 8:00,6,,6.877,,,,,
2017,6/17/2017,9:00,6/17/2017 9:00,6,,6.877,,,,,
2017,6/17/2017,10:00,6/17/2017 10:00,7,,6.978,,,,,
2017,6/17/2017,11:00,6/17/2017 11:00,8,,10.748,,,,,
2017,6/17/2017,12:00,6/17/2017 12:00,9,,12.013,,,,,
2017,6/17/2017,13:00,6/17/2017 13:00,10,,13.654,,,,,
2017,6/17/2017,14:00,6/17/2017 14:00,11,,17.379,,,,,
2017,6/17/2017,15:00,6/17/2017 15:00,10,,19.853,,,,,
