Year,Date,Time,DateTime,Airport,Experiment,Ice,Oil,Vulgaris,VulgarisRoad,Black,East
2011,6/6/2011,19:00,6/6/2011 19:00,9,,10.5,,10,,12,12
2011,6/6/2011,20:00,6/6/2011 20:00,8,,9.5,,9,,11.5,11.5
2011,6/6/2011,21:00,6/6/2011 21:00,9,,9,,8,,11,10.5
2011,6/6/2011,22:00,6/6/2011 22:00,9,,8,,7,,10,10
2011,6/6/2011,23:00,6/6/2011 23:00,8,,7,,6.5,,9.5,9.5
2011,6/7/2011,0:00,6/7/2011 0:00,8,,6.5,,6,,9,9
2011,6/7/2011,1:00,6/7/2011 1:00,7,,6,,5.5,,9,8.5
2011,6/7/2011,2:00,6/7/2011 2:00,7,,5.5,,5,,9,8
2011,6/7/2011,3:00,6/7/2011 3:00,6,,5,,5,,8.5,7.5
2011,6/7/2011,4:00,6/7/2011 4:00,6,,4.5,,4.5,,8.5,7
2011,6/7/2011,5:00,6/7/2011 5:00,6,,4.5,,5,,8.5,7
2011,6/7/2011,6:00,6/7/2011 6:00,7,,5,,5,,8.5,7
2011,6/7/2011,7:00,6/7/2011 7:00,8,,5.5,,5.5,,9.5,7.5
2011,6/7/2011,8:00,6/7/2011 8:00,10,,6.5,,6.5,,10.5,9
2011,6/7/2011,9:00,6/7/2011 9:00,11,,8,,9,,11,10.5
2011,6/7/2011,10:00,6/7/2011 10:00,13,,9.5,,12.5,,12.5,12.5
2011,6/7/2011,11:00,6/7/2011 11:00,14,,12.5,,15.5,,14,14.5
2011,6/7/2011,12:00,6/7/2011 12:00,16,,14.5,,18,,15,16
2011,6/7/2011,13:00,6/7/2011 13:00,16,,16,,19.5,,15.5,17
2011,6/7/2011,14:00,6/7/2011 14:00,18,,17,,20.5,,16,18.5
2011,6/7/2011,15:00,6/7/2011 15:00,18,,17.5,,19.5,,16,18.5
2011,6/7/2011,16:00,6/7/2011 16:00,18,,17,,18.5,,16.5,19
2011,6/7/2011,17:00,6/7/2011 17:00,18,,15.5,,18.5,,16.5,18.5
2011,6/7/2011,18:00,6/7/2011 18:00,18,,15,,17,,15.5,18.5
2011,6/7/2011,19:00,6/7/2011 19:00,11,,14,,15.5,,14,17
2011,6/7/2011,20:00,6/7/2011 20:00,13,,11.5,,13,,14.5,16
2011,6/7/2011,21:00,6/7/2011 21:00,12,,10.5,,12,,14,15
2011,6/7/2011,22:00,6/7/2011 22:00,12,,9.5,,10.5,,13.5,14
2011,6/7/2011,23:00,6/7/2011 23:00,12,,9,,9.5,,12.5,13
2011,6/8/2011,0:00,6/8/2011 0:00,11,,8,,8.5,,12,11.5
2011,6/8/2011,1:00,6/8/2011 1:00,11,,7,,8,,11.5,10.5
2011,6/8/2011,2:00,6/8/2011 2:00,10,,6.5,,7.5,,11,10
2011,6/8/2011,3:00,6/8/2011 3:00,10,,6,,7.5,,10.5,9.5
2011,6/8/2011,4:00,6/8/2011 4:00,10,,6,,7,,10.5,9
2011,6/8/2011,5:00,6/8/2011 5:00,9,,5.5,,7,,10,9
2011,6/8/2011,6:00,6/8/2011 6:00,10,,6,,7.5,,10.5,9
2011,6/8/2011,7:00,6/8/2011 7:00,10,,6.5,,8,,10,9
2011,6/8/2011,8:00,6/8/2011 8:00,11,,7,,9.5,,10.5,9.5
2011,6/8/2011,9:00,6/8/2011 9:00,13,,8,,10.5,,11.5,11
2011,6/8/2011,10:00,6/8/2011 10:00,15,,9.5,,12.5,,11.5,13
2011,6/8/2011,11:00,6/8/2011 11:00,16,,12,,16,,12,14.5
2011,6/8/2011,12:00,6/8/2011 12:00,18,,14,,17.5,,13,13
2011,6/8/2011,13:00,6/8/2011 13:00,18,,15.5,,19,,14.5,13
2011,6/8/2011,14:00,6/8/2011 14:00,19,,16.5,,22.5,,15,14
2011,6/8/2011,15:00,6/8/2011 15:00,19,,16.5,,13.5,,15.5,15
2011,6/8/2011,16:00,6/8/2011 16:00,20,,15.5,,15,,15.5,16
2011,6/8/2011,17:00,6/8/2011 17:00,19,,13,,15,,15.5,16
2011,6/8/2011,18:00,6/8/2011 18:00,19,,12.5,,14.5,,15,15.5
2011,6/8/2011,19:00,6/8/2011 19:00,15,,12,,14,,14.5,15
2011,6/8/2011,20:00,6/8/2011 20:00,17,,11.5,,13,,14,14.5
2011,6/8/2011,21:00,6/8/2011 21:00,16,,11,,12.5,,14,13.5
2011,6/8/2011,22:00,6/8/2011 22:00,15,,10.5,,11.5,,13.5,13
2011,6/8/2011,23:00,6/8/2011 23:00,13,,10,,10.5,,13.5,12
2011,6/9/2011,0:00,6/9/2011 0:00,12,,9.5,,10,,13,11
2011,6/9/2011,1:00,6/9/2011 1:00,11,,9,,9.5,,12,10.5
2011,6/9/2011,2:00,6/9/2011 2:00,,,8.5,,9,,11.5,10
2011,6/9/2011,3:00,6/9/2011 3:00,11,,8.5,,8.5,,11,9.5
2011,6/9/2011,4:00,6/9/2011 4:00,10,,8.5,,8,,10.5,9
2011,6/9/2011,5:00,6/9/2011 5:00,10,,8,,8,,10.5,8.5
2011,6/9/2011,6:00,6/9/2011 6:00,11,,8,,8,,10,8.5
2011,6/9/2011,7:00,6/9/2011 7:00,11,,8,,8,,10,8.5
2011,6/9/2011,8:00,6/9/2011 8:00,13,,8,,8,,11,8.5
2011,6/9/2011,9:00,6/9/2011 9:00,14,,9,,8.5,,11.5,9
2011,6/9/2011,10:00,6/9/2011 10:00,17,,10,,9,,11.5,9
2011,6/9/2011,11:00,6/9/2011 11:00,17,,11,,10,,12,9.5
2011,6/9/2011,12:00,6/9/2011 12:00,17,,11,,11.5,,12.5,10
2011,6/9/2011,13:00,6/9/2011 13:00,16,,11.5,,12.5,,12.5,10.5
2011,6/9/2011,14:00,6/9/2011 14:00,16,,11.5,,13,,12.5,11
2011,6/9/2011,15:00,6/9/2011 15:00,16,,11.5,,12.5,,12,11
2011,6/9/2011,16:00,6/9/2011 16:00,15,,11.5,,12,,12,11
2011,6/9/2011,17:00,6/9/2011 17:00,13,,11,,11.5,,12,10.5
2011,6/9/2011,18:00,6/9/2011 18:00,14,,11,,11,,12,10.5
2011,6/9/2011,19:00,6/9/2011 19:00,14,,11,,11,,11.5,10.5
2011,6/9/2011,20:00,6/9/2011 20:00,15,,10.5,,11,,12,10.5
2011,6/9/2011,21:00,6/9/2011 21:00,14,,10,,10.5,,11.5,10
2011,6/9/2011,22:00,6/9/2011 22:00,14,,9.5,,10.5,,11.5,9.5
2011,6/9/2011,23:00,6/9/2011 23:00,12,,9,,9.5,,11,9
2011,6/10/2011,0:00,6/10/2011 0:00,11,,8.5,,9,,10.5,8.5
2011,6/10/2011,1:00,6/10/2011 1:00,10,,8,,8.5,,10,8
2011,6/10/2011,2:00,6/10/2011 2:00,10,,8,,8,,10,7.5
2011,6/10/2011,3:00,6/10/2011 3:00,,,7.5,,7.5,,9.5,7
2011,6/10/2011,4:00,6/10/2011 4:00,8,,7,,7,,9.5,7
2011,6/10/2011,5:00,6/10/2011 5:00,10,,7,,6.5,,9,6.5
2011,6/10/2011,6:00,6/10/2011 6:00,,,7,,6.5,,9.5,6.5
2011,6/10/2011,7:00,6/10/2011 7:00,13,,7.5,,6.5,,9.5,6.5
2011,6/10/2011,8:00,6/10/2011 8:00,14,,8,,7,,10,7
2011,6/10/2011,9:00,6/10/2011 9:00,15,,8.5,,7.5,,10.5,7.5
2011,6/10/2011,10:00,6/10/2011 10:00,16,,9.5,,8,,11.5,8.5
2011,6/10/2011,11:00,6/10/2011 11:00,17,,9,,9,,12,10
2011,6/10/2011,12:00,6/10/2011 12:00,19,,9.5,,10,,13.5,11.5
2011,6/10/2011,13:00,6/10/2011 13:00,19,,10,,11.5,,14.5,13
2011,6/10/2011,14:00,6/10/2011 14:00,20,,10.5,,13,,15.5,14.5
2011,6/10/2011,15:00,6/10/2011 15:00,20,,11,,14,,16,16
2011,6/10/2011,16:00,6/10/2011 16:00,20,,11.5,,14.5,,16.5,16.5
2011,6/10/2011,17:00,6/10/2011 17:00,20,,12,,14.5,,16,17
2011,6/10/2011,18:00,6/10/2011 18:00,20,,12,,14.5,,16,17
2011,6/10/2011,19:00,6/10/2011 19:00,18,,12,,14,,16,17
2011,6/10/2011,20:00,6/10/2011 20:00,16,,11.5,,13.5,,15.5,16
2011,6/10/2011,21:00,6/10/2011 21:00,14,,11,,12.5,,15,15
2011,6/10/2011,22:00,6/10/2011 22:00,12,,10.5,,11,,14.5,13
2011,6/10/2011,23:00,6/10/2011 23:00,10,,9.5,,10,,14,11.5
2011,6/11/2011,0:00,6/11/2011 0:00,9,,9,,9,,13,10.5
2011,6/11/2011,1:00,6/11/2011 1:00,9,,8.5,,8.5,,12.5,9.5
2011,6/11/2011,2:00,6/11/2011 2:00,8,,8,,7.5,,12,8.5
2011,6/11/2011,3:00,6/11/2011 3:00,5,,7,,7,,11.5,8
2011,6/11/2011,4:00,6/11/2011 4:00,6,,7,,6.5,,10.5,7.5
2011,6/11/2011,5:00,6/11/2011 5:00,7,,6.5,,6.5,,10.5,7.5
2011,6/11/2011,6:00,6/11/2011 6:00,7,,6.5,,6,,10.5,7.5
2011,6/11/2011,7:00,6/11/2011 7:00,8,,7,,6.5,,10.5,7.5
2011,6/11/2011,8:00,6/11/2011 8:00,9,,7,,6.5,,10.5,7.5
2011,6/11/2011,9:00,6/11/2011 9:00,9,,7,,6.5,,10.5,7.5
2011,6/11/2011,10:00,6/11/2011 10:00,10,,7.5,,7,,10.5,8
2011,6/11/2011,11:00,6/11/2011 11:00,12,,7.5,,7.5,,10.5,8.5
2011,6/11/2011,12:00,6/11/2011 12:00,13,,8,,8,,11,9
2011,6/11/2011,13:00,6/11/2011 13:00,15,,8.5,,8.5,,11.5,10
2011,6/11/2011,14:00,6/11/2011 14:00,15,,9,,9.5,,11.5,11
2011,6/11/2011,15:00,6/11/2011 15:00,13,,9.5,,11,,12,12
2011,6/11/2011,16:00,6/11/2011 16:00,11,,10,,11,,12,12
2011,6/11/2011,17:00,6/11/2011 17:00,10,,10,,10.5,,12,12
2011,6/11/2011,18:00,6/11/2011 18:00,11,,10,,10.5,,12,11.5
2011,6/11/2011,19:00,6/11/2011 19:00,13,,10.5,,11,,11.5,11.5
2011,6/11/2011,20:00,6/11/2011 20:00,11,,10,,10.5,,11.5,11.5
2011,6/11/2011,21:00,6/11/2011 21:00,10,,10,,10,,11.5,11
2011,6/11/2011,22:00,6/11/2011 22:00,9,,9.5,,9.5,,11,10.5
2011,6/11/2011,23:00,6/11/2011 23:00,9,,9,,9,,10.5,9.5
2011,6/12/2011,0:00,6/12/2011 0:00,9,,8,,8.5,,10.5,9
2011,6/12/2011,1:00,6/12/2011 1:00,8,,7.5,,7.5,,10,8.5
2011,6/12/2011,2:00,6/12/2011 2:00,6,,6.5,,7,,10,8
2011,6/12/2011,3:00,6/12/2011 3:00,6,,6,,6,,9.5,7.5
2011,6/12/2011,4:00,6/12/2011 4:00,5,,6,,5.5,,9,7.5
2011,6/12/2011,5:00,6/12/2011 5:00,5,,5.5,,5,,9,7
2011,6/12/2011,6:00,6/12/2011 6:00,7,,5.5,,5,,8.5,6.5
2011,6/12/2011,7:00,6/12/2011 7:00,,,6,,5,,8.5,6.5
2011,6/12/2011,8:00,6/12/2011 8:00,10,,6.5,,5.5,,9,7
2011,6/12/2011,9:00,6/12/2011 9:00,11,,7,,5.5,,9.5,7.5
2011,6/12/2011,10:00,6/12/2011 10:00,12,,8,,6.5,,10,8.5
2011,6/12/2011,11:00,6/12/2011 11:00,13,,9,,7.5,,10.5,10
2011,6/12/2011,12:00,6/12/2011 12:00,15,,10,,9,,12,11.5
2011,6/12/2011,13:00,6/12/2011 13:00,16,,10.5,,10.5,,12.5,13
2011,6/12/2011,14:00,6/12/2011 14:00,17,,11,,11.5,,13.5,14.5
2011,6/12/2011,15:00,6/12/2011 15:00,17,,11.5,,12.5,,14,15.5
2011,6/12/2011,16:00,6/12/2011 16:00,17,,11.5,,13,,14.5,16
2011,6/12/2011,17:00,6/12/2011 17:00,17,,11,,13,,15,16.5
2011,6/12/2011,18:00,6/12/2011 18:00,17,,11,,12.5,,15,16.5
2011,6/12/2011,19:00,6/12/2011 19:00,16,,10.5,,12.5,,14.5,16
2011,6/12/2011,20:00,6/12/2011 20:00,14,,10,,11.5,,14.5,14
2011,6/12/2011,21:00,6/12/2011 21:00,12,,9.5,,11,,14,12
2011,6/12/2011,22:00,6/12/2011 22:00,10,,9,,10,,13.5,10.5
2011,6/12/2011,23:00,6/12/2011 23:00,9,,8.5,,8.5,,12.5,9.5
2011,6/13/2011,0:00,6/13/2011 0:00,8,,7.5,,7.5,,12,8.5
2011,6/13/2011,1:00,6/13/2011 1:00,7,,7,,7,,11.5,8
2011,6/13/2011,2:00,6/13/2011 2:00,7,,6.5,,6,,11,7
2011,6/13/2011,3:00,6/13/2011 3:00,5,,6,,5.5,,10.5,7
2011,6/13/2011,4:00,6/13/2011 4:00,5,,5.5,,5,,10,7
2011,6/13/2011,5:00,6/13/2011 5:00,6,,5.5,,5,,10,6.5
2011,6/13/2011,6:00,6/13/2011 6:00,6,,5.5,,5,,9.5,7
2011,6/13/2011,7:00,6/13/2011 7:00,8,,5.5,,5,,9.5,7
2011,6/13/2011,8:00,6/13/2011 8:00,9,,6,,5.5,,9.5,7
2011,6/13/2011,9:00,6/13/2011 9:00,10,,7,,6,,10,7.5
2011,6/13/2011,10:00,6/13/2011 10:00,12,,8,,6.5,,10.5,8.5
2011,6/13/2011,11:00,6/13/2011 11:00,14,,9,,7.5,,11,10
2011,6/13/2011,12:00,6/13/2011 12:00,14,,10,,11,,12,11.5
2011,6/13/2011,13:00,6/13/2011 13:00,15,,11,,12.5,,12.5,13.5
2011,6/13/2011,14:00,6/13/2011 14:00,16,,12,,13.5,,13.5,14.5
2011,6/13/2011,15:00,6/13/2011 15:00,16,,13,,14,,14.5,15.5
2011,6/13/2011,16:00,6/13/2011 16:00,17,,13,,14.5,,15,16.5
2011,6/13/2011,17:00,6/13/2011 17:00,17,,13.5,,14.5,,15,16.5
2011,6/13/2011,18:00,6/13/2011 18:00,17,,13.5,,14.5,,15.5,16.5
2011,6/13/2011,19:00,6/13/2011 19:00,17,,13,,14,,15,16
2011,6/13/2011,20:00,6/13/2011 20:00,17,,12,,12.5,,15,15
2011,6/13/2011,21:00,6/13/2011 21:00,15,,11.5,,11.5,,14.5,13.5
2011,6/13/2011,22:00,6/13/2011 22:00,11,,10.5,,10,,13.5,12.5
2011,6/13/2011,23:00,6/13/2011 23:00,10,,9.5,,9,,13.5,11.5
2011,6/14/2011,0:00,6/14/2011 0:00,9,,9,,8,,13,10.5
2011,6/14/2011,1:00,6/14/2011 1:00,9,,8.5,,7.5,,12.5,10
2011,6/14/2011,2:00,6/14/2011 2:00,7,,8,,7,,12,9.5
2011,6/14/2011,3:00,6/14/2011 3:00,7,,7,,6.5,,11.5,8.5
2011,6/14/2011,4:00,6/14/2011 4:00,6,,7,,6,,11,8
2011,6/14/2011,5:00,6/14/2011 5:00,5,,6.5,,6,,10.5,7.5
2011,6/14/2011,6:00,6/14/2011 6:00,6,,6.5,,6,,10.5,7.5
2011,6/14/2011,7:00,6/14/2011 7:00,9,,6.5,,6,,10.5,7.5
2011,6/14/2011,8:00,6/14/2011 8:00,10,,7.5,,7,,10.5,8
2011,6/14/2011,9:00,6/14/2011 9:00,12,,8,,8,,10.5,8.5
2011,6/14/2011,10:00,6/14/2011 10:00,14,,9,,9.5,,11,9.5
2011,6/14/2011,11:00,6/14/2011 11:00,16,,10,,11,,12,10.5
2011,6/14/2011,12:00,6/14/2011 12:00,17,,11.5,,12.5,,13,12
2011,6/14/2011,13:00,6/14/2011 13:00,19,,13,,14,,14,14
2011,6/14/2011,14:00,6/14/2011 14:00,20,,13.5,,15,,14.5,15
2011,6/14/2011,15:00,6/14/2011 15:00,21,,14,,16,,15,16
2011,6/14/2011,16:00,6/14/2011 16:00,22,,14.5,,16,,16,17
2011,6/14/2011,17:00,6/14/2011 17:00,21,,14.5,,16.5,,16.5,17.5
2011,6/14/2011,18:00,6/14/2011 18:00,21,,14.5,,16,,16.5,17.5
2011,6/14/2011,19:00,6/14/2011 19:00,21,,14,,15.5,,16.5,17
2011,6/14/2011,20:00,6/14/2011 20:00,20,,13.5,,15,,16.5,15.5
2011,6/14/2011,21:00,6/14/2011 21:00,18,,13,,14,,16,14
2011,6/14/2011,22:00,6/14/2011 22:00,15,,12,,13,,15,12.5
2011,6/14/2011,23:00,6/14/2011 23:00,14,,11.5,,11.5,,14,11.5
2011,6/15/2011,0:00,6/15/2011 0:00,13,,10.5,,10.5,,13.5,10.5
2011,6/15/2011,1:00,6/15/2011 1:00,,,10,,10,,12.5,10
2011,6/15/2011,2:00,6/15/2011 2:00,10,,9.5,,9,,12,9
2011,6/15/2011,3:00,6/15/2011 3:00,9,,9,,8.5,,11.5,8.5
2011,6/15/2011,4:00,6/15/2011 4:00,9,,8.5,,8,,11,8
2011,6/15/2011,5:00,6/15/2011 5:00,9,,8,,7.5,,10.5,8
2011,6/15/2011,6:00,6/15/2011 6:00,11,,8,,7.5,,10.5,8
2011,6/15/2011,7:00,6/15/2011 7:00,12,,8.5,,8,,10.5,8
2011,6/15/2011,8:00,6/15/2011 8:00,13,,9,,9,,10.5,8.5
2011,6/15/2011,9:00,6/15/2011 9:00,15,,9.5,,10,,11,9
2011,6/15/2011,10:00,6/15/2011 10:00,16,,10.5,,11.5,,14,10.5
2011,6/15/2011,11:00,6/15/2011 11:00,18,,11.5,,13,,15,12
2011,6/15/2011,12:00,6/15/2011 12:00,18,,12.5,,14.5,,15,12.5
2011,6/15/2011,13:00,6/15/2011 13:00,16,,13.5,,16,,15,14
2011,6/15/2011,14:00,6/15/2011 14:00,16,,14,,14,,15.5,14.5
2011,6/15/2011,15:00,6/15/2011 15:00,18,,14,,14.5,,16,15.5
2011,6/15/2011,16:00,6/15/2011 16:00,18,,14.5,,15,,16.5,16
2011,6/15/2011,17:00,6/15/2011 17:00,18,,14.5,,15,,17,16.5
2011,6/15/2011,18:00,6/15/2011 18:00,18,,14.5,,15,,17,16.5
2011,6/15/2011,19:00,6/15/2011 19:00,16,,14.5,,14.5,,16.5,16
2011,6/15/2011,20:00,6/15/2011 20:00,15,,13.5,,14,,16,15
2011,6/15/2011,21:00,6/15/2011 21:00,14,,13.5,,13.5,,15.5,14
2011,6/15/2011,22:00,6/15/2011 22:00,13,,13,,13,,15.5,13
2011,6/15/2011,23:00,6/15/2011 23:00,12,,12.5,,12.5,,15,12
2011,6/16/2011,0:00,6/16/2011 0:00,,,12,,11.5,,14.5,11.5
2011,6/16/2011,1:00,6/16/2011 1:00,12,,11.5,,11,,14,10.5
2011,6/16/2011,2:00,6/16/2011 2:00,9,,11,,10.5,,13.5,10
2011,6/16/2011,3:00,6/16/2011 3:00,8,,10.5,,10,,13.5,9.5
2011,6/16/2011,4:00,6/16/2011 4:00,8,,10.5,,9.5,,13,9
2011,6/16/2011,5:00,6/16/2011 5:00,7,,10,,9,,13,9
2011,6/16/2011,6:00,6/16/2011 6:00,9,,10,,9,,13,8.5
2011,6/16/2011,7:00,6/16/2011 7:00,10,,10,,8.5,,13,9
2011,6/16/2011,8:00,6/16/2011 8:00,10,,10,,9,,13.5,9
2011,6/16/2011,9:00,6/16/2011 9:00,10,,10.5,,9.5,,14,9.5
2011,6/16/2011,10:00,6/16/2011 10:00,10,,11,,10.5,,14.5,10.5
2011,6/16/2011,11:00,6/16/2011 11:00,11,,12,,12,,15,11.5
2011,6/16/2011,12:00,6/16/2011 12:00,12,,12.5,,13,,15,12.5
2011,6/16/2011,13:00,6/16/2011 13:00,,,13.5,,14.5,,15.5,13.5
2011,6/16/2011,14:00,6/16/2011 14:00,14,,14.5,,15.5,,16,14.5
2011,6/16/2011,15:00,6/16/2011 15:00,15,,15,,16,,16.5,15.5
2011,6/16/2011,16:00,6/16/2011 16:00,15,,15.5,,16.5,,16.5,16
2011,6/16/2011,17:00,6/16/2011 17:00,15,,15.5,,16.5,,17,16.5
2011,6/16/2011,18:00,6/16/2011 18:00,16,,14.5,,15.5,,17,16.5
2011,6/16/2011,19:00,6/16/2011 19:00,15,,14,,14.5,,17,16
2011,6/16/2011,20:00,6/16/2011 20:00,14,,13.5,,14,,17,15
2011,6/16/2011,21:00,6/16/2011 21:00,12,,13,,13,,16.5,13.5
2011,6/16/2011,22:00,6/16/2011 22:00,12,,12.5,,12.5,,16,12.5
2011,6/16/2011,23:00,6/16/2011 23:00,11,,12,,11.5,,15.5,12
2011,6/17/2011,0:00,6/17/2011 0:00,10,,11.5,,11,,14.5,11
2011,6/17/2011,1:00,6/17/2011 1:00,9,,11,,10.5,,14,10
2011,6/17/2011,2:00,6/17/2011 2:00,8,,10.5,,9.5,,13.5,9.5
2011,6/17/2011,3:00,6/17/2011 3:00,7,,10,,9,,13,8.5
2011,6/17/2011,4:00,6/17/2011 4:00,6,,9.5,,8.5,,12.5,8
2011,6/17/2011,5:00,6/17/2011 5:00,7,,9,,8,,12.5,7.5
2011,6/17/2011,6:00,6/17/2011 6:00,7,,9,,7.5,,12,7.5
2011,6/17/2011,7:00,6/17/2011 7:00,8,,9,,7.5,,12.5,7.5
2011,6/17/2011,8:00,6/17/2011 8:00,9,,9,,8,,12.5,8
2011,6/17/2011,9:00,6/17/2011 9:00,10,,9,,9,,13,8.5
2011,6/17/2011,10:00,6/17/2011 10:00,12,,10,,10,,14,9.5
2011,6/17/2011,11:00,6/17/2011 11:00,13,,11,,11,,14.5,11
2011,6/17/2011,12:00,6/17/2011 12:00,14,,12,,12.5,,15.5,12
2011,6/17/2011,13:00,6/17/2011 13:00,15,,12,,13,,16,13.5
2011,6/17/2011,14:00,6/17/2011 14:00,16,,13,,15.5,,16,14.5
2011,6/17/2011,15:00,6/17/2011 15:00,17,,13.5,,15.5,,17,15.5
2011,6/17/2011,16:00,6/17/2011 16:00,17,,14,,16,,18,16
2011,6/17/2011,17:00,6/17/2011 17:00,16,,14.5,,15.5,,18,16
2011,6/17/2011,18:00,6/17/2011 18:00,16,,14.5,,15.5,,18,16
2011,6/17/2011,19:00,6/17/2011 19:00,,,14,,14.5,,17.5,16
2011,6/17/2011,20:00,6/17/2011 20:00,14,,13.5,,14,,16.5,15
2011,6/17/2011,21:00,6/17/2011 21:00,13,,12.5,,13,,16,14
2011,6/17/2011,22:00,6/17/2011 22:00,12,,12,,12,,15.5,12.5
2011,6/17/2011,23:00,6/17/2011 23:00,11,,11,,11,,15,12
2011,6/18/2011,0:00,6/18/2011 0:00,10,,10.5,,10.5,,14,11
2011,6/18/2011,1:00,6/18/2011 1:00,8,,10,,10,,13.5,10.5
2011,6/18/2011,2:00,6/18/2011 2:00,7,,9.5,,9.5,,13,9.5
2011,6/18/2011,3:00,6/18/2011 3:00,6,,9,,9,,12.5,9
2011,6/18/2011,4:00,6/18/2011 4:00,6,,8.5,,8.5,,12,8.5
2011,6/18/2011,5:00,6/18/2011 5:00,7,,8,,8.5,,12,8.5
2011,6/18/2011,6:00,6/18/2011 6:00,7,,8,,8.5,,12,8
2011,6/18/2011,7:00,6/18/2011 7:00,9,,8,,8.5,,12,8.5
2011,6/18/2011,8:00,6/18/2011 8:00,11,,8,,9,,12.5,9
2011,6/18/2011,9:00,6/18/2011 9:00,10,,8.5,,10,,13,9.5
2011,6/18/2011,10:00,6/18/2011 10:00,11,,9.5,,11,,13.5,10
2011,6/18/2011,11:00,6/18/2011 11:00,12,,10.5,,12,,14,11
2011,6/18/2011,12:00,6/18/2011 12:00,13,,11,,13.5,,15,12
2011,6/18/2011,13:00,6/18/2011 13:00,13,,12,,14.5,,15,12.5
2011,6/18/2011,14:00,6/18/2011 14:00,14,,12.5,,15.5,,15.5,13.5
2011,6/18/2011,15:00,6/18/2011 15:00,14,,13.5,,16,,15.5,14
2011,6/18/2011,16:00,6/18/2011 16:00,14,,13.5,,16,,16,14.5
2011,6/18/2011,17:00,6/18/2011 17:00,14,,13.5,,15.5,,16,14.5
2011,6/18/2011,18:00,6/18/2011 18:00,14,,13,,15,,15.5,14
2011,6/18/2011,19:00,6/18/2011 19:00,13,,13,,14.5,,15.5,14
2011,6/18/2011,20:00,6/18/2011 20:00,13,,12,,14.5,,15,13.5
2011,6/18/2011,21:00,6/18/2011 21:00,13,,11.5,,14,,14.5,12.5
2011,6/18/2011,22:00,6/18/2011 22:00,12,,10.5,,13,,14.5,12
2011,6/18/2011,23:00,6/18/2011 23:00,10,,10,,12.5,,14,11
2011,6/19/2011,0:00,6/19/2011 0:00,9,,9.5,,12,,13.5,10
2011,6/19/2011,1:00,6/19/2011 1:00,8,,9,,11.5,,13,9.5
2011,6/19/2011,2:00,6/19/2011 2:00,7,,8,,11,,12.5,8.5
2011,6/19/2011,3:00,6/19/2011 3:00,6,,7.5,,10.5,,12,8
2011,6/19/2011,4:00,6/19/2011 4:00,6,,7,,10,,11.5,7.5
2011,6/19/2011,5:00,6/19/2011 5:00,6,,7,,10,,11.5,7
2011,6/19/2011,6:00,6/19/2011 6:00,6,,6.5,,9.5,,11.5,7.5
2011,6/19/2011,7:00,6/19/2011 7:00,7,,6.5,,9.5,,11.5,7.5
2011,6/19/2011,8:00,6/19/2011 8:00,7,,7,,10,,12,7.5
2011,6/19/2011,9:00,6/19/2011 9:00,7,,8,,10.5,,12.5,8.5
2011,6/19/2011,10:00,6/19/2011 10:00,8,,9,,11.5,,13,9.5
2011,6/19/2011,11:00,6/19/2011 11:00,8,,10.5,,12,,13.5,10
2011,6/19/2011,12:00,6/19/2011 12:00,9,,11.5,,12.5,,14,11
2011,6/19/2011,13:00,6/19/2011 13:00,10,,12.5,,13.5,,14.5,12
2011,6/19/2011,14:00,6/19/2011 14:00,11,,13.5,,14,,15,13
2011,6/19/2011,15:00,6/19/2011 15:00,11,,14,,15,,15.5,13.5
2011,6/19/2011,16:00,6/19/2011 16:00,11,,14.5,,15,,15.5,14
2011,6/19/2011,17:00,6/19/2011 17:00,12,,15,,15,,15.5,14.5
2011,6/19/2011,18:00,6/19/2011 18:00,12,,15,,15,,15.5,15
2011,6/19/2011,19:00,6/19/2011 19:00,11,,14.5,,14.5,,15,14.5
2011,6/19/2011,20:00,6/19/2011 20:00,10,,14,,14,,15,14
2011,6/19/2011,21:00,6/19/2011 21:00,10,,12.5,,13,,14.5,13
2011,6/19/2011,22:00,6/19/2011 22:00,9,,11.5,,12.5,,14,12
2011,6/19/2011,23:00,6/19/2011 23:00,9,,10.5,,12,,13.5,11
2011,6/20/2011,0:00,6/20/2011 0:00,8,,9.5,,11.5,,12.5,10
2011,6/20/2011,1:00,6/20/2011 1:00,6,,8.5,,11,,12,9
2011,6/20/2011,2:00,6/20/2011 2:00,6,,8,,10.5,,11.5,8
2011,6/20/2011,3:00,6/20/2011 3:00,6,,7,,10,,11,7.5
2011,6/20/2011,4:00,6/20/2011 4:00,5,,6.5,,10,,11,7
2011,6/20/2011,5:00,6/20/2011 5:00,5,,6.5,,9.5,,10.5,7
2011,6/20/2011,6:00,6/20/2011 6:00,6,,6.5,,9.5,,10.5,6.5
2011,6/20/2011,7:00,6/20/2011 7:00,6,,6.5,,10,,11,7
2011,6/20/2011,8:00,6/20/2011 8:00,6,,7,,10.5,,11,7
2011,6/20/2011,9:00,6/20/2011 9:00,8,,8.5,,11,,11.5,8
2011,6/20/2011,10:00,6/20/2011 10:00,8,,9.5,,12,,12,8.5
2011,6/20/2011,11:00,6/20/2011 11:00,8,,12,,12.5,,12.5,9
2011,6/20/2011,12:00,6/20/2011 12:00,9,,12.5,,13,,13,10
2011,6/20/2011,13:00,6/20/2011 13:00,10,,13,,13.5,,13.5,11
2011,6/20/2011,14:00,6/20/2011 14:00,10,,14,,14,,14,11.5
